,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel,OA2,TotalGrBsmtSF
158,1619,20,RL,76.0,12887,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,207.0,GLQ,36.0,833.0,GasA,TA,Y,SBrkr,833,0,833,1630.0,1.0,1.0,2.0,2,1,Gd,5.0,5,Typ,0,No Fireplace,Attchd,1984.0,Unf,2.0,TA,TA,Y,431,0,0,0,No Pool,MnPrv,None,0,4,2010,WD,Normal,26,26,2161.0,1666.0
159,1620,90,RL,70.0,7700,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplx,2Story,5,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Po,PConc,TA,TA,No,Unf,0.0,Unf,1216.0,1216.0,GasA,Gd,Y,SBrkr,1216,1216,2432,2432.0,0.0,5.0,5.0,4,2,TA,12.0,10,Typ,0,No Fireplace,Attchd,1985.0,Unf,2.0,TA,Fa,Y,200,0,0,0,No Pool,No Fence,Shed,600,2,2010,WD,Normal,25,24,4264.0,3648.0
160,1621,60,RL,63.0,10475,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,458.0,Unf,166.0,624.0,GasA,Gd,Y,SBrkr,624,650,1274,1732.0,0.0,1.5,1.5,3,1,TA,6.0,6,Typ,0,No Fireplace,Detchd,1993.0,Unf,2.0,TA,TA,Y,22,0,0,0,No Pool,GdWo,None,0,3,2010,WD,Normal,19,19,2474.0,1898.0
161,1622,50,RL,68.0,10544,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1.5Fin,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,476.0,Unf,388.0,864.0,GasA,TA,Y,SBrkr,864,615,1479,1955.0,0.0,2.0,2.0,5,1,TA,8.0,8,Typ,0,No Fireplace,Attchd,1969.0,Fin,1.0,TA,TA,Y,287,0,280,0,No Pool,No Fence,None,0,4,2010,WD,Normal,41,41,2618.0,2343.0
162,1623,20,RL,76.0,9892,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,8,1994,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,Gd,GLQ,1341.0,LwQ,54.0,1679.0,GasA,Ex,Y,SBrkr,1803,0,1803,3428.0,1.0,2.5,4.0,3,1,Gd,9.0,6,Typ,2,TA,Attchd,1994.0,Unf,2.0,TA,TA,Y,129,64,286,0,No Pool,GdWo,None,0,2,2010,WD,Normal,16,15,3964.0,3482.0
163,1624,60,RL,74.0,12961,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,944.0,Unf,208.0,1152.0,GasA,Ex,Y,SBrkr,1152,645,1797,2741.0,1.0,2.5,3.5,3,1,Gd,8.0,7,Typ,1,Fa,Attchd,1993.0,Fin,2.0,TA,TA,Y,162,312,312,0,No Pool,No Fence,None,0,3,2010,WD,Normal,17,16,3565.0,2949.0
164,1625,20,RL,74.0,13008,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,No,Rec,564.0,Unf,318.0,882.0,GasA,TA,Y,SBrkr,882,0,882,1446.0,0.0,1.0,1.0,2,1,TA,4.0,5,Typ,0,No Fireplace,Attchd,1956.0,Unf,1.0,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,10,2009,WD,Normal,53,53,2266.0,1764.0
165,1626,20,RL,85.0,10200,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,440.0,TA,TA,CBlock,TA,TA,No,LwQ,844.0,Unf,590.0,1434.0,GasA,TA,Y,SBrkr,1434,0,1434,2278.0,1.0,2.0,3.0,4,1,TA,8.0,7,Typ,1,Gd,Attchd,1974.0,RFn,2.0,TA,TA,Y,80,21,21,0,No Pool,No Fence,None,0,6,2009,WD,Normal,35,35,3836.0,2868.0
166,1627,60,RL,88.0,10179,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,847.0,Unf,98.0,945.0,GasA,Ex,Y,SBrkr,945,663,1608,2455.0,0.0,2.5,2.5,3,1,TA,7.0,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,TA,TA,Y,252,30,30,0,No Pool,No Fence,None,0,7,2009,WD,Normal,12,12,3023.0,2553.0
167,1628,60,RL,0.0,11792,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,850.0,Unf,158.0,1008.0,GasA,Ex,Y,SBrkr,1008,1275,2283,3133.0,0.0,2.5,2.5,4,1,Gd,8.0,9,Typ,1,Gd,BuiltIn,2003.0,Fin,3.0,TA,TA,Y,120,46,46,0,No Pool,No Fence,None,0,8,2009,WD,Normal,6,6,4111.0,3291.0
168,1629,80,RL,60.0,8400,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,1996,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,GLQ,284.0,Unf,100.0,384.0,GasA,Gd,Y,SBrkr,958,670,1628,1912.0,0.0,2.5,2.5,3,1,TA,7.0,7,Typ,1,TA,BuiltIn,1996.0,Fin,2.0,TA,TA,Y,48,72,72,0,No Pool,No Fence,Shed,490,6,2009,WD,Normal,13,12,2434.0,2012.0
169,1630,120,RL,28.0,7296,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,2004,2005,Gable,CompShg,CemntBd,CemntBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1965.0,Unf,243.0,2208.0,GasA,Ex,Y,SBrkr,2522,0,2522,4487.0,1.0,2.0,3.0,1,1,Gd,5.0,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,TA,TA,Y,182,57,57,0,No Pool,No Fence,None,0,11,2009,WD,Normal,5,4,5294.0,4730.0
170,1631,120,RL,61.0,7380,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,1998,1998,Gable,CompShg,CemntBd,CemntBd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,341.0,Unf,1077.0,1418.0,GasA,Ex,Y,SBrkr,1478,0,1478,1819.0,1.0,2.0,3.0,2,1,TA,6.0,5,Typ,0,No Fireplace,Attchd,1998.0,Fin,2.0,TA,TA,Y,168,43,43,0,No Pool,No Fence,None,0,7,2009,WD,Normal,11,11,3391.0,2896.0
171,1632,120,RL,57.0,8013,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,1995,1996,Gable,CompShg,CemntBd,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,741.0,Unf,846.0,1587.0,GasA,Ex,Y,SBrkr,1734,0,1734,2475.0,1.0,2.0,3.0,2,1,Gd,6.0,6,Typ,0,No Fireplace,Attchd,1995.0,RFn,2.0,TA,TA,Y,52,50,50,0,No Pool,No Fence,None,0,9,2009,WD,Normal,14,13,3849.0,3321.0
172,1633,80,RL,57.0,8923,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,189.0,Unf,195.0,384.0,GasA,Gd,Y,SBrkr,751,631,1382,1571.0,0.0,2.5,2.5,3,1,TA,7.0,7,Typ,1,TA,BuiltIn,1998.0,Fin,2.0,TA,TA,Y,256,0,0,0,No Pool,No Fence,None,0,2,2009,WD,Normal,11,11,2162.0,1766.0
173,1634,60,RL,60.0,7500,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,476.0,Unf,476.0,952.0,GasA,Gd,Y,SBrkr,952,684,1636,2112.0,1.0,2.5,3.5,3,1,TA,8.0,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,TA,TA,Y,0,84,84,0,No Pool,No Fence,None,0,10,2009,WD,Normal,11,10,3028.0,2588.0
174,1635,60,RL,0.0,8803,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,600.0,Unf,107.0,707.0,GasA,Gd,Y,SBrkr,707,809,1516,2116.0,1.0,2.5,3.5,3,1,Gd,8.0,7,Typ,1,TA,Attchd,1994.0,Fin,2.0,TA,TA,Y,0,46,46,0,No Pool,No Fence,None,0,7,2009,WD,Normal,15,14,2632.0,2223.0
175,1636,20,RL,58.0,7250,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,45.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1181.0,1181.0,GasA,Ex,Y,SBrkr,1190,0,1190,1190.0,0.0,2.0,2.0,3,1,Gd,6.0,6,Typ,1,TA,Attchd,1993.0,Unf,2.0,TA,TA,Y,0,21,21,0,No Pool,No Fence,None,0,11,2009,WD,Normal,16,16,2846.0,2371.0
176,1637,60,RL,85.0,11900,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157.0,TA,TA,PConc,Gd,TA,No,ALQ,400.0,Unf,722.0,1122.0,GasA,Ex,Y,SBrkr,946,988,1934,2334.0,1.0,2.5,3.5,3,1,TA,8.0,6,Typ,1,TA,Attchd,1977.0,Unf,2.0,TA,TA,P,0,176,376,0,No Pool,No Fence,None,0,7,2009,WD,Normal,32,32,3780.0,3056.0
177,1638,60,RL,0.0,13250,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRNn,Norm,1Fam,2Story,7,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,832.0,832.0,GasA,TA,Y,SBrkr,1154,896,2050,2050.0,0.0,2.5,2.5,4,1,Gd,8.0,8,Typ,1,TA,Attchd,1978.0,RFn,2.0,TA,TA,Y,192,192,192,0,No Pool,No Fence,None,0,5,2009,WD,Abnorml,31,31,3667.0,2882.0
178,1639,20,RL,80.0,10928,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1978,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,TA,TA,PConc,TA,TA,No,LwQ,363.0,Unf,1064.0,1427.0,GasA,TA,Y,SBrkr,1671,0,1671,2034.0,0.0,2.0,2.0,3,1,TA,6.0,7,Typ,1,TA,Attchd,1978.0,RFn,2.0,TA,TA,Y,252,55,55,0,No Pool,No Fence,None,0,8,2009,WD,Normal,31,23,3683.0,3098.0
179,1640,60,RL,0.0,12388,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,1980,1991,Gable,CompShg,Plywood,Plywood,BrkFace,229.0,TA,TA,CBlock,Gd,TA,No,ALQ,602.0,Unf,441.0,1043.0,GasA,TA,Y,SBrkr,1539,1134,2673,3275.0,0.0,2.5,2.5,4,1,Gd,8.0,9,Typ,1,TA,BuiltIn,1980.0,RFn,2.0,TA,TA,Y,178,84,84,0,No Pool,No Fence,None,0,8,2009,WD,Normal,29,18,4386.0,3716.0
180,1641,20,RL,80.0,11088,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,PConc,TA,TA,No,ALQ,832.0,Unf,308.0,1140.0,GasA,Gd,Y,SBrkr,1707,0,1707,2539.0,0.0,2.0,2.0,3,1,TA,6.0,7,Typ,1,TA,Attchd,1978.0,Fin,2.0,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,5,2009,WD,Normal,31,11,3470.0,2847.0
181,1642,60,FV,70.0,7000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,CemntBd,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,622.0,Unf,304.0,926.0,GasA,Ex,Y,SBrkr,1016,868,1884,2506.0,1.0,2.5,3.5,3,1,Ex,8.0,7,Typ,1,Ex,Attchd,2003.0,RFn,2.0,TA,TA,Y,0,35,35,0,No Pool,No Fence,None,0,6,2009,WD,Normal,6,6,3391.0,2810.0
182,1643,60,FV,0.0,7500,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,2Story,8,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1058.0,1058.0,GasA,Ex,Y,SBrkr,1058,816,1874,1874.0,0.0,2.5,2.5,3,1,Gd,7.0,7,Typ,1,TA,Attchd,2000.0,Fin,2.0,TA,TA,Y,0,134,134,0,No Pool,No Fence,None,0,3,2009,WD,Normal,9,8,3520.0,2932.0
183,1644,60,FV,0.0,8470,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,225.0,ALQ,471.0,972.0,GasA,Ex,Y,SBrkr,972,839,1811,2312.0,0.0,2.5,2.5,3,1,Gd,7.0,7,Typ,1,Gd,Attchd,2002.0,RFn,2.0,TA,TA,Y,225,48,48,0,No Pool,No Fence,None,0,10,2009,WD,Normal,7,7,3348.0,2783.0
184,1645,20,RL,0.0,9373,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,161.0,TA,TA,CBlock,Gd,TA,Av,ALQ,1333.0,LwQ,120.0,1621.0,GasA,TA,Y,SBrkr,1621,0,1621,3122.0,1.0,2.0,3.0,3,1,TA,7.0,7,Typ,2,Fa,Attchd,1975.0,RFn,2.0,TA,TA,Y,0,0,490,0,No Pool,No Fence,None,0,6,2009,WD,Normal,34,34,3881.0,3242.0
185,1646,20,RL,78.0,10140,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,ALQ,888.0,Unf,228.0,1116.0,GasA,Ex,Y,SBrkr,1116,0,1116,2004.0,1.0,2.0,3.0,3,1,TA,7.0,6,Typ,1,TA,Attchd,1974.0,RFn,2.0,TA,TA,Y,0,0,0,0,No Pool,GdWo,None,0,4,2009,WD,Normal,35,35,2956.0,2232.0
186,1647,20,RL,85.0,11050,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,636.0,Unf,540.0,1176.0,GasA,Fa,Y,SBrkr,1193,0,1193,1829.0,0.0,2.0,2.0,3,1,TA,6.0,5,Typ,1,TA,Attchd,1975.0,Unf,2.0,TA,TA,Y,40,0,0,0,No Pool,No Fence,None,0,8,2009,WD,Normal,34,34,2875.0,2369.0
187,1648,20,RL,0.0,7830,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1180.0,1180.0,GasA,TA,Y,SBrkr,1180,0,1180,1180.0,0.0,1.5,1.5,2,1,TA,5.0,6,Typ,0,No Fireplace,Attchd,1970.0,RFn,2.0,TA,TA,Y,0,45,45,0,No Pool,No Fence,None,0,3,2009,COD,Normal,39,39,2837.0,2360.0
188,1649,20,RL,0.0,8510,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,178.0,TA,TA,CBlock,Gd,TA,No,ALQ,500.0,Unf,543.0,1043.0,GasA,Ex,Y,SBrkr,1050,0,1050,1550.0,1.0,1.5,2.5,3,1,TA,7.0,6,Typ,0,No Fireplace,Attchd,1971.0,Unf,1.0,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2009,WD,Normal,38,38,2607.0,2093.0
189,1650,20,RL,60.0,7038,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,4,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,726.0,Unf,138.0,864.0,GasA,TA,Y,SBrkr,864,0,864,1590.0,1.0,1.0,2.0,3,1,TA,6.0,5,Typ,0,No Fireplace,Detchd,2001.0,Unf,2.0,TA,TA,Y,210,0,0,0,No Pool,GdPrv,None,0,9,2009,WD,Abnorml,39,39,2304.0,1728.0
190,1651,20,RL,60.0,9000,Pave,No Alley Access,Reg,Lvl,AllPub,FR2,Gtl,Names,Norm,Norm,1Fam,1Story,4,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,624.0,864.0,GasA,Gd,Y,SBrkr,864,0,864,1104.0,0.0,1.0,1.0,3,1,TA,5.0,5,Typ,0,No Fireplace,Detchd,1986.0,Unf,2.0,TA,TA,Y,200,0,0,0,No Pool,GdWo,None,0,7,2009,WD,Normal,38,3,2304.0,1728.0
191,1652,160,RM,21.0,1680,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsI,2Story,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,BLQ,254.0,Unf,229.0,483.0,GasA,TA,Y,SBrkr,483,504,987,1241.0,1.0,1.5,2.5,2,1,TA,6.0,5,Typ,0,No Fireplace,Detchd,1973.0,Unf,1.0,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2009,WD,Normal,36,36,2238.0,1470.0
192,1653,160,RM,21.0,1680,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsI,2Story,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,Rec,110.0,LwQ,79.0,483.0,GasA,TA,Y,SBrkr,483,504,987,1391.0,1.0,1.5,2.5,2,1,TA,6.0,5,Typ,0,No Fireplace,Detchd,1972.0,Unf,1.0,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2009,WD,Normal,37,37,2183.0,1470.0
193,1654,160,RL,24.0,2308,Pave,No Alley Access,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,1976,1976,Gable,CompShg,Plywood,BrkComm,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,306.0,Unf,498.0,804.0,GasA,TA,Y,SBrkr,804,744,1548,1854.0,0.0,2.5,2.5,3,1,TA,7.0,7,Typ,1,TA,Detchd,1976.0,RFn,2.0,TA,TA,Y,108,0,0,0,No Pool,No Fence,None,0,9,2009,WD,Normal,33,33,2792.0,2352.0
194,1655,120,RL,24.0,2280,Pave,No Alley Access,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsI,1Story,7,1975,1975,Gable,CompShg,Plywood,BrkComm,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,435.0,LwQ,0.0,1057.0,GasA,TA,Y,SBrkr,1055,0,1055,2112.0,0.0,2.0,2.5,2,1,TA,6.0,4,Typ,1,Fa,Attchd,1975.0,RFn,2.0,TA,TA,Y,0,27,27,0,No Pool,No Fence,None,0,8,2009,WD,Normal,34,34,2552.0,2112.0
195,1656,160,RL,24.0,2349,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsI,2Story,6,1977,1977,Gable,CompShg,Plywood,BrkComm,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,389.0,Unf,466.0,855.0,GasA,TA,Y,SBrkr,855,601,1456,1845.0,0.0,2.5,2.5,3,1,TA,7.0,6,Typ,1,TA,Attchd,1977.0,Unf,2.0,TA,TA,Y,0,28,28,0,No Pool,No Fence,None,0,5,2009,WD,Normal,32,32,2751.0,2311.0
196,1657,160,RL,24.0,2364,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,1978,1978,Gable,CompShg,Plywood,BrkComm,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,320.0,Unf,484.0,804.0,GasA,TA,Y,SBrkr,804,744,1548,1868.0,0.0,2.5,3.0,3,1,TA,8.0,7,Typ,1,TA,Detchd,1978.0,Unf,2.0,TA,TA,Y,108,0,0,0,No Pool,No Fence,None,0,7,2009,WD,Normal,31,31,2792.0,2352.0
197,1658,160,RL,24.0,2364,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,1978,1978,Gable,CompShg,Plywood,BrkComm,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,279.0,Unf,576.0,855.0,GasA,TA,Y,SBrkr,855,601,1456,1735.0,0.0,2.5,2.5,3,1,TA,7.0,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,TA,TA,Y,147,0,0,0,No Pool,No Fence,None,0,4,2009,WD,Normal,31,31,2751.0,2311.0
198,1659,120,RL,24.0,2104,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,1976,1976,Gable,CompShg,Plywood,BrkComm,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,536.0,Unf,300.0,836.0,GasA,TA,Y,SBrkr,836,0,836,1372.0,0.0,1.0,1.5,2,1,TA,5.0,5,Typ,0,No Fireplace,Attchd,1976.0,Unf,1.0,TA,TA,Y,150,20,20,0,No Pool,No Fence,None,0,10,2009,WD,Normal,33,33,2017.0,1672.0
199,1660,20,RL,0.0,10710,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1966,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,165.0,Gd,TA,PConc,TA,TA,No,BLQ,644.0,Unf,220.0,864.0,GasA,Ex,Y,SBrkr,1120,0,1120,1764.0,0.0,1.0,1.5,3,1,TA,6.0,5,Typ,1,TA,Attchd,1966.0,RFn,2.0,TA,TA,Y,0,162,162,0,No Pool,No Fence,Shed,1200,7,2009,WD,Normal,43,5,2805.0,1984.0
200,1661,60,RL,110.0,14257,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,9,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,726.0,Ex,TA,PConc,Ex,TA,No,GLQ,1360.0,Unf,416.0,1776.0,GasA,Ex,Y,SBrkr,1794,978,2772,4132.0,1.0,3.5,4.5,4,1,Ex,10.0,10,Typ,3,Gd,BuiltIn,2007.0,Fin,3.0,TA,TA,Y,135,64,64,0,No Pool,No Fence,None,0,6,2009,WD,Normal,2,2,6028.0,4548.0
201,1662,60,RL,95.0,12350,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,986.0,Unf,379.0,1365.0,GasA,Ex,Y,SBrkr,1365,1325,2690,3676.0,1.0,2.5,3.5,3,1,Ex,8.0,8,Typ,1,Gd,Attchd,2009.0,RFn,3.0,TA,TA,Y,0,197,197,0,No Pool,No Fence,None,0,7,2009,New,Partial,0,0,4919.0,4055.0
202,1663,20,RL,95.0,12350,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1232.0,Unf,788.0,2020.0,GasA,Ex,Y,SBrkr,2020,0,2020,3252.0,1.0,2.0,3.0,3,1,Ex,7.0,7,Typ,1,Gd,Attchd,2008.0,RFn,3.0,TA,TA,Y,192,98,98,0,No Pool,No Fence,None,0,5,2009,WD,Normal,1,1,5386.0,4040.0
