,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,FinishedBsmtAreaSF,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,BsmtHalfBath,TotalBathBasement,FullBath,HalfBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel
136,1597,90,RL,78.0,15600,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplx,2Story,5,1950,1991,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,TA,Gd,CBlock,TA,TA,No,ALQ,375.0,Unf,0.0,375.0,657.0,1032.0,GasA,Ex,Y,SBrkr,1102,1075,0,2177,2177,2552.0,0.0,0.0,0.0,2,1,2.5,2.5,5,2,TA,9.5,10.0,11,Typ,0,No Fireplace,Detchd,1950.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,0,No Pool,No Fence,None,0,3,2010,WD,Normal,60,19
137,1598,80,RL,85.0,19645,Pave,No Alley Access,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,7,1994,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,TA,TA,PConc,Gd,TA,No,GLQ,343.0,Unf,0.0,343.0,80.0,423.0,GasA,Ex,Y,SBrkr,896,756,0,1652,1652,1995.0,1.0,0.0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8.0,6,Typ,0,No Fireplace,BuiltIn,1994.0,RFn,2.0,473.0,TA,TA,Y,0,0,0,0,0,0,0,No Pool,No Fence,None,0,6,2010,WD,Normal,16,3
138,1599,120,RM,35.0,3907,Pave,No Alley Access,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,747.0,Unf,0.0,747.0,235.0,982.0,GasA,Gd,Y,SBrkr,1034,0,0,1034,1034,1781.0,1.0,0.0,1.0,1,0,1.0,2.0,1,1,Gd,4.0,4.0,4,Typ,1,TA,Attchd,1989.0,Fin,2.0,598.0,TA,TA,Y,141,36,0,0,0,36,0,No Pool,No Fence,None,0,4,2010,WD,Normal,21,21
139,1600,120,RM,35.0,3907,Pave,No Alley Access,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,76.0,Unf,0.0,76.0,1115.0,1191.0,GasA,Gd,Y,SBrkr,1191,0,0,1191,1191,1267.0,0.0,0.0,0.0,2,0,2.0,2.0,2,1,Gd,5.0,5.0,5,Typ,1,TA,Attchd,1989.0,Unf,2.0,531.0,TA,TA,Y,112,81,0,0,0,81,0,No Pool,No Fence,None,0,3,2010,WD,Normal,21,21
140,1601,30,RM,58.0,8154,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,480.0,Unf,0.0,480.0,0.0,480.0,GasA,TA,Y,SBrkr,540,0,0,540,540,1020.0,0.0,0.0,0.0,1,0,1.0,1.0,1,1,TA,3.0,3.0,4,Typ,0,No Fireplace,Detchd,1951.0,Unf,1.0,200.0,Fa,Fa,N,0,0,0,0,0,0,0,No Pool,No Fence,None,0,4,2010,ConLw,Normal,69,60
141,1602,50,RM,50.0,9140,Pave,No Alley Access,Reg,HLS,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1921,1975,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,BLQ,308.0,Unf,0.0,308.0,321.0,629.0,GasA,Fa,Y,SBrkr,727,380,0,1107,1107,1415.0,0.0,0.0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4.0,5,Typ,0,No Fireplace,Detchd,1950.0,Unf,1.0,625.0,TA,TA,Y,0,56,0,0,200,256,0,No Pool,MnPrv,None,0,4,2010,COD,Normal,89,35
142,1603,30,C,66.0,8712,Grvl,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,0.0,756.0,756.0,GasA,Gd,Y,SBrkr,952,0,0,952,952,952.0,0.0,0.0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5.0,5,Typ,0,No Fireplace,Detchd,1896.0,RFn,1.0,330.0,TA,TA,N,0,0,265,0,0,265,0,No Pool,No Fence,None,0,6,2010,WD,Alloca,114,60
143,1604,120,RM,44.0,3811,Pave,No Alley Access,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,8,2004,2005,Hip,CompShg,CemntBd,CemntBd,Stone,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,1373.0,221.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,1646,3019.0,1.0,1.0,1.5,2,0,2.0,3.5,2,1,Gd,6.5,7.0,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,525.0,TA,TA,Y,128,53,0,0,155,208,0,No Pool,No Fence,None,0,5,2010,WD,Normal,6,5
144,1605,60,RL,85.0,11050,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,615.0,Unf,0.0,615.0,434.0,1049.0,GasA,Ex,Y,SBrkr,1036,880,0,1916,1916,2531.0,1.0,0.0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8.0,8,Typ,1,TA,Attchd,1998.0,Unf,3.0,741.0,TA,TA,Y,0,70,0,0,0,70,0,No Pool,No Fence,None,0,5,2010,WD,Normal,12,11
145,1606,80,RL,74.0,9620,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,679.0,Unf,0.0,679.0,564.0,1243.0,GasA,TA,Y,SBrkr,1285,0,0,1285,1285,1964.0,0.0,1.0,0.5,2,0,2.0,2.5,3,1,Gd,6.5,7.0,6,Typ,1,Fa,Attchd,1977.0,Unf,2.0,473.0,TA,TA,Y,375,26,0,0,0,26,0,No Pool,GdPrv,Shed,80,5,2010,WD,Normal,33,33
146,1607,90,RL,0.0,12760,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplx,1Story,6,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,0.0,1958.0,1958.0,GasA,TA,Y,SBrkr,2048,0,0,2048,2048,2048.0,0.0,0.0,0.0,3,0,3.0,3.0,5,2,TA,10.0,10.0,9,Typ,0,No Fireplace,2Types,1976.0,Unf,2.0,776.0,TA,TA,Y,0,0,0,0,0,0,0,No Pool,No Fence,None,0,3,2010,ConLD,Normal,34,34
147,1608,20,RL,88.0,11896,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,No,GLQ,78.0,Unf,0.0,78.0,1258.0,1336.0,GasA,Ex,Y,SBrkr,1346,0,0,1346,1346,1424.0,1.0,0.0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7.0,6,Typ,1,TA,Attchd,2008.0,Fin,3.0,660.0,TA,TA,Y,100,48,0,0,0,48,0,No Pool,No Fence,None,0,5,2010,WD,Normal,2,2
148,1609,20,RL,73.0,9803,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,2009,2010,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,1214.0,1214.0,GasA,Ex,Y,SBrkr,1214,0,0,1214,1214,1214.0,0.0,0.0,0.0,2,0,2.0,2.0,2,1,Gd,5.0,5.0,6,Typ,0,No Fireplace,Attchd,2010.0,RFn,2.0,520.0,TA,TA,Y,0,25,0,0,0,25,0,No Pool,No Fence,None,0,1,2010,New,Partial,1,0
149,1610,60,RL,73.0,9802,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,744,700,0,1444,1444,1444.0,0.0,0.0,0.0,2,1,2.5,2.5,3,1,TA,6.5,7.0,7,Typ,0,No Fireplace,BuiltIn,2007.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,0,No Pool,No Fence,None,0,4,2010,WD,Normal,4,3
150,1611,20,RL,85.0,15300,Pave,No Alley Access,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1965,1977,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,42.0,Unf,0.0,42.0,1026.0,1068.0,GasA,TA,Y,SBrkr,1264,0,0,1264,1264,1306.0,1.0,0.0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5.0,7,Typ,1,TA,Attchd,1965.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,0,No Pool,No Fence,None,0,6,2010,WD,Normal,45,33
151,1612,20,RL,93.0,10114,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,0.0,1430.0,1430.0,GasA,Ex,Y,SBrkr,1430,0,0,1430,1430,1430.0,0.0,0.0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6.0,7,Typ,0,No Fireplace,Attchd,2004.0,RFn,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,0,No Pool,No Fence,None,0,3,2010,WD,Normal,6,5
152,1613,20,RL,0.0,11875,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,1344.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,1344,1344,1344.0,0.0,0.0,0.0,2,0,2.0,2.0,3,1,TA,6.0,6.0,7,Typ,1,Gd,Attchd,2001.0,Unf,2.0,686.0,TA,TA,Y,328,0,0,0,0,0,0,No Pool,No Fence,None,0,6,2010,WD,Normal,11,11
153,1614,120,RM,31.0,2394,Pave,No Alley Access,Reg,Low,AllPub,Inside,Mod,MeadowV,Norm,Norm,TwnhsI,1Story,5,1973,1973,Gable,CompShg,CemntBd,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,915.0,Unf,0.0,915.0,30.0,945.0,GasA,Ex,Y,SBrkr,945,0,0,945,945,1860.0,1.0,1.0,1.5,1,0,1.0,2.5,2,1,TA,5.5,6.0,5,Typ,1,Po,Attchd,1973.0,RFn,1.0,253.0,TA,TA,Y,174,0,56,0,108,164,0,No Pool,No Fence,None,0,5,2010,WD,Normal,37,37
154,1615,160,RM,21.0,1476,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsI,2Story,4,1970,1970,Gable,CompShg,CemntBd,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,176.0,Unf,0.0,176.0,370.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,1092,1092,1268.0,0.0,0.0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6.0,5,Typ,0,No Fireplace,No Garage,1950.0,No Garage,0.0,0.0,No Garage,No Garage,Y,200,26,0,0,0,26,0,No Pool,No Fence,None,0,3,2010,WD,Normal,40,40
155,1616,160,RM,21.0,1900,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,1970,1970,Gable,CompShg,CemntBd,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,0.0,546.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,1092,1092,1092.0,0.0,0.0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6.0,5,Typ,0,No Fireplace,No Garage,1950.0,No Garage,0.0,0.0,No Garage,No Garage,Y,0,0,0,0,0,0,0,No Pool,No Fence,None,0,6,2010,WD,Normal,40,40
156,1617,160,RM,21.0,1890,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,1972,1972,Gable,CompShg,CemntBd,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,294.0,Unf,0.0,294.0,252.0,546.0,GasA,TA,Y,SBrkr,546,546,0,1092,1092,1386.0,0.0,0.0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6.0,5,Typ,0,No Fireplace,Attchd,1972.0,Unf,1.0,286.0,TA,TA,Y,0,0,64,0,0,64,0,No Pool,No Fence,None,0,6,2010,WD,Normal,38,38
157,1618,20,RL,50.0,6953,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1971,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,469.0,Unf,0.0,469.0,395.0,864.0,GasA,Ex,Y,SBrkr,874,0,0,874,874,1343.0,0.0,0.0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5.0,5,Typ,0,No Fireplace,Detchd,1971.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,0,No Pool,No Fence,None,0,6,2010,ConLD,Normal,39,6
158,1619,20,RL,76.0,12887,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,207.0,GLQ,590.0,797.0,36.0,833.0,GasA,TA,Y,SBrkr,833,0,0,833,833,1630.0,1.0,0.0,1.0,1,0,1.0,2.0,2,1,Gd,5.0,5.0,5,Typ,0,No Fireplace,Attchd,1984.0,Unf,2.0,495.0,TA,TA,Y,431,0,0,0,0,0,0,No Pool,MnPrv,None,0,4,2010,WD,Normal,26,26
159,1620,90,RL,70.0,7700,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplx,2Story,5,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Po,PConc,TA,TA,No,Unf,0.0,Unf,0.0,0.0,1216.0,1216.0,GasA,Gd,Y,SBrkr,1216,1216,0,2432,2432,2432.0,0.0,0.0,0.0,4,2,5.0,5.0,4,2,TA,11.0,12.0,10,Typ,0,No Fireplace,Attchd,1985.0,Unf,2.0,616.0,TA,Fa,Y,200,0,0,0,0,0,0,No Pool,No Fence,Shed,600,2,2010,WD,Normal,25,24
160,1621,60,RL,63.0,10475,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,458.0,Unf,0.0,458.0,166.0,624.0,GasA,Gd,Y,SBrkr,624,650,0,1274,1274,1732.0,0.0,0.0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6.0,6,Typ,0,No Fireplace,Detchd,1993.0,Unf,2.0,576.0,TA,TA,Y,22,0,0,0,0,0,0,No Pool,GdWo,None,0,3,2010,WD,Normal,19,19
161,1622,50,RL,68.0,10544,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1.5Fin,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,476.0,Unf,0.0,476.0,388.0,864.0,GasA,TA,Y,SBrkr,864,615,0,1479,1479,1955.0,0.0,0.0,0.0,2,0,2.0,2.0,5,1,TA,8.0,8.0,8,Typ,0,No Fireplace,Attchd,1969.0,Fin,1.0,275.0,TA,TA,Y,287,0,280,0,0,280,0,No Pool,No Fence,None,0,4,2010,WD,Normal,41,41
162,1623,20,RL,76.0,9892,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,8,1994,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,Gd,GLQ,1341.0,LwQ,284.0,1625.0,54.0,1679.0,GasA,Ex,Y,SBrkr,1803,0,0,1803,1803,3428.0,1.0,1.0,1.5,2,1,2.5,4.0,3,1,Gd,8.0,9.0,6,Typ,2,TA,Attchd,1994.0,Unf,2.0,482.0,TA,TA,Y,129,64,222,0,0,286,0,No Pool,GdWo,None,0,2,2010,WD,Normal,16,15
163,1624,60,RL,74.0,12961,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,944.0,Unf,0.0,944.0,208.0,1152.0,GasA,Ex,Y,SBrkr,1152,645,0,1797,1797,2741.0,1.0,0.0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8.0,7,Typ,1,Fa,Attchd,1993.0,Fin,2.0,616.0,TA,TA,Y,162,312,0,0,0,312,0,No Pool,No Fence,None,0,3,2010,WD,Normal,17,16
164,1625,20,RL,74.0,13008,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,No,Rec,564.0,Unf,0.0,564.0,318.0,882.0,GasA,TA,Y,SBrkr,882,0,0,882,882,1446.0,0.0,0.0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4.0,5,Typ,0,No Fireplace,Attchd,1956.0,Unf,1.0,502.0,TA,TA,Y,0,0,0,0,0,0,0,No Pool,No Fence,None,0,10,2009,WD,Normal,53,53
165,1626,20,RL,85.0,10200,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,440.0,TA,TA,CBlock,TA,TA,No,LwQ,844.0,Unf,0.0,844.0,590.0,1434.0,GasA,TA,Y,SBrkr,1434,0,0,1434,1434,2278.0,1.0,0.0,1.0,2,0,2.0,3.0,4,1,TA,8.0,8.0,7,Typ,1,Gd,Attchd,1974.0,RFn,2.0,528.0,TA,TA,Y,80,21,0,0,0,21,0,No Pool,No Fence,None,0,6,2009,WD,Normal,35,35
166,1627,60,RL,88.0,10179,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,847.0,Unf,0.0,847.0,98.0,945.0,GasA,Ex,Y,SBrkr,945,663,0,1608,1608,2455.0,0.0,0.0,0.0,2,1,2.5,2.5,3,1,TA,6.5,7.0,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,470.0,TA,TA,Y,252,30,0,0,0,30,0,No Pool,No Fence,None,0,7,2009,WD,Normal,12,12
167,1628,60,RL,0.0,11792,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,850.0,Unf,0.0,850.0,158.0,1008.0,GasA,Ex,Y,SBrkr,1008,1275,0,2283,2283,3133.0,0.0,0.0,0.0,2,1,2.5,2.5,4,1,Gd,7.5,8.0,9,Typ,1,Gd,BuiltIn,2003.0,Fin,3.0,632.0,TA,TA,Y,120,46,0,0,0,46,0,No Pool,No Fence,None,0,8,2009,WD,Normal,6,6
168,1629,80,RL,60.0,8400,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,1996,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,GLQ,284.0,Unf,0.0,284.0,100.0,384.0,GasA,Gd,Y,SBrkr,958,670,0,1628,1628,1912.0,0.0,0.0,0.0,2,1,2.5,2.5,3,1,TA,6.5,7.0,7,Typ,1,TA,BuiltIn,1996.0,Fin,2.0,390.0,TA,TA,Y,48,72,0,0,0,72,0,No Pool,No Fence,Shed,490,6,2009,WD,Normal,13,12
169,1630,120,RL,28.0,7296,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,2004,2005,Gable,CompShg,CemntBd,CemntBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1965.0,Unf,0.0,1965.0,243.0,2208.0,GasA,Ex,Y,SBrkr,2522,0,0,2522,2522,4487.0,1.0,0.0,1.0,2,0,2.0,3.0,1,1,Gd,5.0,5.0,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,564.0,TA,TA,Y,182,57,0,0,0,57,0,No Pool,No Fence,None,0,11,2009,WD,Normal,5,4
170,1631,120,RL,61.0,7380,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,1998,1998,Gable,CompShg,CemntBd,CemntBd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,341.0,Unf,0.0,341.0,1077.0,1418.0,GasA,Ex,Y,SBrkr,1478,0,0,1478,1478,1819.0,1.0,0.0,1.0,2,0,2.0,3.0,2,1,TA,6.0,6.0,5,Typ,0,No Fireplace,Attchd,1998.0,Fin,2.0,495.0,TA,TA,Y,168,43,0,0,0,43,0,No Pool,No Fence,None,0,7,2009,WD,Normal,11,11
171,1632,120,RL,57.0,8013,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,1995,1996,Gable,CompShg,CemntBd,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,741.0,Unf,0.0,741.0,846.0,1587.0,GasA,Ex,Y,SBrkr,1734,0,0,1734,1734,2475.0,1.0,0.0,1.0,2,0,2.0,3.0,2,1,Gd,6.0,6.0,6,Typ,0,No Fireplace,Attchd,1995.0,RFn,2.0,528.0,TA,TA,Y,52,50,0,0,0,50,0,No Pool,No Fence,None,0,9,2009,WD,Normal,14,13
172,1633,80,RL,57.0,8923,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,189.0,Unf,0.0,189.0,195.0,384.0,GasA,Gd,Y,SBrkr,751,631,0,1382,1382,1571.0,0.0,0.0,0.0,2,1,2.5,2.5,3,1,TA,6.5,7.0,7,Typ,1,TA,BuiltIn,1998.0,Fin,2.0,396.0,TA,TA,Y,256,0,0,0,0,0,0,No Pool,No Fence,None,0,2,2009,WD,Normal,11,11
173,1634,60,RL,60.0,7500,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,476.0,Unf,0.0,476.0,476.0,952.0,GasA,Gd,Y,SBrkr,952,684,0,1636,1636,2112.0,1.0,0.0,1.0,2,1,2.5,3.5,3,1,TA,7.5,8.0,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,440.0,TA,TA,Y,0,84,0,0,0,84,0,No Pool,No Fence,None,0,10,2009,WD,Normal,11,10
174,1635,60,RL,0.0,8803,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,600.0,Unf,0.0,600.0,107.0,707.0,GasA,Gd,Y,SBrkr,707,809,0,1516,1516,2116.0,1.0,0.0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8.0,7,Typ,1,TA,Attchd,1994.0,Fin,2.0,409.0,TA,TA,Y,0,46,0,0,0,46,0,No Pool,No Fence,None,0,7,2009,WD,Normal,15,14
175,1636,20,RL,58.0,7250,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,45.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,1181.0,1181.0,GasA,Ex,Y,SBrkr,1190,0,0,1190,1190,1190.0,0.0,0.0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6.0,6,Typ,1,TA,Attchd,1993.0,Unf,2.0,430.0,TA,TA,Y,0,21,0,0,0,21,0,No Pool,No Fence,None,0,11,2009,WD,Normal,16,16
176,1637,60,RL,85.0,11900,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157.0,TA,TA,PConc,Gd,TA,No,ALQ,400.0,Unf,0.0,400.0,722.0,1122.0,GasA,Ex,Y,SBrkr,946,988,0,1934,1934,2334.0,1.0,0.0,1.0,2,1,2.5,3.5,3,1,TA,7.5,8.0,6,Typ,1,TA,Attchd,1977.0,Unf,2.0,567.0,TA,TA,P,0,176,0,0,200,376,0,No Pool,No Fence,None,0,7,2009,WD,Normal,32,32
