Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel,OA2,TotalGrBsmtSF,SalePrice
436,60,RL,43,10667,Pave,No Alley Access,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,70,799,GasA,Ex,Y,SBrkr,827,834,1661,2390,1,2.5,3.5,3,1,Gd,8,6,Typ,1,TA,Attchd,1996,RFn,2,TA,TA,Y,158,61,61,0,No Pool,No Fence,None,0,4,2009,ConLw,Normal,13,13,3010,2460,212000
437,50,RM,40,4400,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,1920,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,648,648,GasA,TA,Y,FuseA,734,384,1118,1118,0,1,1,2,1,TA,4,6,Typ,0,No Fireplace,Detchd,1990,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,10,2006,WD,Normal,86,56,2206,1766,116000
438,45,RM,50,6000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,884,884,GasA,Gd,Y,SBrkr,904,0,904,904,0,1,1,2,1,TA,4,4,Typ,0,No Fireplace,Detchd,1926,Unf,1,TA,TA,Y,0,0,105,0,No Pool,No Fence,None,0,1,2009,WD,Normal,83,5,1968,1788,119000
439,30,RL,40,4280,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,1913,2002,Gable,CompShg,WdShing,Stucco,None,0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,75,440,GasA,TA,N,SBrkr,694,0,694,1059,0,1,1,2,1,Gd,4,4,Typ,1,Gd,Detchd,1990,Unf,1,Gd,TA,P,0,0,34,0,No Pool,MnPrv,None,0,3,2007,WD,Normal,94,5,1486,1134,90350
440,50,RL,67,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,684,684,GasA,Gd,Y,SBrkr,684,512,1196,1196,0,1,1,3,1,Gd,5,7,Typ,0,No Fireplace,Detchd,2005,Unf,2,TA,TA,Y,0,46,46,0,No Pool,GdPrv,Shed,800,8,2009,ConLI,Normal,89,9,2408,1880,110000
441,20,RL,105,15431,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,ALQ,788,3094,GasA,Ex,Y,SBrkr,2402,0,2402,4708,1,2,3,2,1,Ex,6,10,Typ,2,Gd,Attchd,2008,Fin,3,TA,TA,Y,0,72,242,0,No Pool,No Fence,None,0,4,2009,WD,Normal,1,1,6368,5496,555000
442,90,RL,92,12108,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplx,1Story,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,1307,1440,GasA,TA,N,FuseF,1440,0,1440,1573,0,2,2,4,2,Fa,8,8,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,Y,0,0,0,0,No Pool,No Fence,None,0,9,2008,WD,Normal,53,53,3150,2880,118000
443,50,RM,52,6240,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,1078,1078,GasA,TA,Y,SBrkr,1128,445,1573,1573,0,2,2,3,1,TA,6,8,Typ,1,Gd,Detchd,1930,Unf,2,TA,TA,P,0,0,0,0,No Pool,No Fence,None,0,6,2008,WD,Normal,78,16,3011,2651,162900
444,120,RL,53,3922,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2006,2007,Gable,CompShg,WdShing,Wd Sdng,BrkFace,72,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1258,1258,GasA,Ex,Y,SBrkr,1258,0,1258,1258,0,2,2,2,1,Gd,5,6,Typ,1,Gd,Attchd,2007,Fin,3,TA,TA,Y,144,16,16,0,No Pool,No Fence,None,0,6,2007,New,Partial,1,0,3236,2516,172500
445,60,RL,70,8750,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,273,915,GasA,Ex,Y,SBrkr,933,975,1908,2550,1,2.5,3.5,4,1,Gd,9,8,Typ,1,TA,Attchd,1994,Unf,2,TA,TA,Y,144,133,133,0,No Pool,No Fence,None,0,7,2008,WD,Normal,14,13,3316,2823,210000
446,20,RL,73,9855,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1436,1436,GasA,Fa,Y,SBrkr,1689,0,1689,1689,0,1,1,3,1,TA,5,7,Typ,1,Gd,Attchd,1956,Unf,2,TA,TA,Y,0,0,0,0,No Pool,MnPrv,None,0,11,2009,COD,Normal,53,53,3605,3125,127500
447,20,RL,137,16492,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Names,PosA,Norm,1Fam,1Story,6,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,557,1517,GasA,Ex,Y,SBrkr,1888,0,1888,2848,0,2.5,2.5,2,1,Gd,6,6,Mod,1,Gd,Attchd,1966,Fin,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,6,2010,WD,Normal,44,8,3983,3405,190000
448,60,RL,0,11214,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,930,930,GasA,Gd,Y,SBrkr,956,930,1886,1886,0,2.5,2.5,4,1,Gd,8,10,Typ,1,TA,Attchd,1998,Fin,2,TA,TA,Y,89,0,0,0,No Pool,No Fence,None,0,7,2006,WD,Normal,8,7,3247,2816,199900
449,50,RM,50,8600,Pave,No Alley Access,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,780,780,GasA,TA,Y,SBrkr,780,596,1376,1376,0,2,2,3,1,TA,6,7,Typ,1,Gd,Detchd,1937,Unf,1,TA,TA,N,0,0,0,0,No Pool,No Fence,None,0,6,2006,WD,Normal,69,56,2354,2156,119500
450,50,RM,50,6000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,318,649,GasA,Ex,Y,SBrkr,679,504,1183,1514,0,1.5,1.5,2,1,TA,5,6,Typ,0,No Fireplace,Detchd,1981,Unf,1,TA,TA,Y,0,176,176,0,No Pool,No Fence,None,0,6,2007,WD,Normal,59,5,2140,1832,120000
451,30,RM,70,5684,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,813,813,GasA,Ex,Y,FuseA,813,0,813,813,0,1,1,2,1,Gd,4,5,Typ,0,No Fireplace,Detchd,1932,Unf,1,Fa,Fa,N,0,113,113,0,No Pool,No Fence,None,0,6,2006,WD,Normal,76,1,1896,1626,110000
452,20,RL,62,70761,Pave,No Alley Access,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,Unf,878,1533,GasA,TA,Y,SBrkr,1533,0,1533,2188,1,2,3,2,1,Gd,6,5,Typ,2,TA,Attchd,1975,Unf,2,TA,TA,Y,200,54,54,0,No Pool,No Fence,None,0,12,2006,WD,Normal,31,31,3642,3066,280000
453,60,RL,0,9303,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42,Gd,TA,PConc,Ex,TA,No,ALQ,742,Unf,130,872,GasA,Ex,Y,SBrkr,888,868,1756,2498,1,2.5,3.5,3,1,TA,8,7,Typ,0,No Fireplace,Attchd,1996,Fin,2,TA,TA,Y,144,122,122,0,No Pool,No Fence,None,0,7,2007,WD,Normal,11,10,3092,2628,204000
454,60,FV,75,9000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,768,768,GasA,Ex,Y,SBrkr,786,804,1590,1590,0,2.5,2.5,3,1,Gd,7,6,Typ,0,No Fireplace,Attchd,2008,RFn,2,TA,TA,Y,0,30,30,0,No Pool,No Fence,None,0,6,2009,WD,Normal,1,1,3034,2358,210000
455,90,RL,63,9297,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplx,1Story,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,1606,Unf,122,1728,GasA,TA,Y,SBrkr,1728,0,1728,3334,2,2,4,4,2,TA,10,8,Typ,0,No Fireplace,Detchd,1976,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2006,WD,Family,30,30,4016,3456,188000
456,20,RL,80,9600,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320,TA,TA,CBlock,TA,TA,No,ALQ,916,Unf,326,1242,GasA,Fa,Y,SBrkr,1242,0,1242,2158,0,1.5,1.5,3,1,TA,6,6,Typ,1,TA,Attchd,1973,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,9,2007,WD,Normal,34,34,3332,2484,175500
457,70,RM,34,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,624,624,GasA,Fa,N,SBrkr,624,720,1344,1344,0,1,1,4,1,TA,6,7,Typ,0,No Fireplace,Detchd,1916,Unf,3,Fa,Fa,Y,0,0,96,0,No Pool,No Fence,None,0,5,2008,COD,Abnorml,92,58,2481,1968,98000
458,20,RL,0,53227,Pave,No Alley Access,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116,Unf,248,1364,GasA,Ex,Y,SBrkr,1663,0,1663,2779,1,1,2,2,1,Gd,5,6,Min1,2,Gd,Attchd,1954,Fin,2,TA,TA,Y,224,137,137,0,No Pool,No Fence,None,0,3,2008,WD,Normal,54,14,3556,3027,256000
459,70,RM,0,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,1925,1996,Hip,CompShg,Stucco,Wd Sdng,None,0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,588,588,GasA,Fa,Y,SBrkr,833,833,1666,1666,0,1,1,3,1,Gd,5,7,Typ,1,Gd,Detchd,1925,Unf,1,TA,TA,Y,192,63,63,0,No Pool,MnPrv,None,0,6,2008,WD,Normal,83,12,2482,2254,161000
460,50,RL,0,7015,Pave,No Alley Access,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,524,709,GasA,TA,Y,SBrkr,979,224,1203,1388,1,1,2,3,1,Gd,6,5,Typ,1,TA,Detchd,1950,Unf,1,TA,TA,Y,0,0,248,0,No Pool,No Fence,None,0,7,2009,WD,Normal,59,59,2425,1912,110000
461,60,FV,75,8004,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110,Gd,TA,PConc,Gd,TA,No,GLQ,544,Unf,288,832,GasA,Ex,Y,SBrkr,832,1103,1935,2479,1,2.5,3.5,3,1,TA,8,8,Typ,0,No Fireplace,BuiltIn,2009,Fin,2,TA,TA,Y,0,150,150,0,No Pool,No Fence,None,0,12,2009,New,Partial,0,0,3429,2767,263435
462,70,RL,60,7200,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,BLQ,0,560,GasA,Ex,Y,SBrkr,575,560,1135,1695,1,1,2,3,1,Gd,6,6,Typ,0,No Fireplace,Detchd,1971,RFn,2,TA,TA,Y,256,0,0,0,No Pool,MnPrv,None,0,4,2009,WD,Normal,73,2,2271,1695,155000
463,20,RL,60,8281,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,553,BLQ,0,864,GasA,Gd,Y,SBrkr,864,0,864,1728,0,1,1,3,1,TA,5,5,Typ,1,Po,Detchd,1965,Unf,1,TA,TA,Y,0,0,236,0,No Pool,GdWo,None,0,12,2009,WD,Normal,44,44,2088,1728,62383
464,70,RL,74,11988,Pave,No Alley Access,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,1934,1995,Hip,CompShg,Stucco,Stucco,None,0,TA,TA,CBlock,TA,TA,No,LwQ,326,Unf,389,715,GasA,Fa,Y,FuseA,849,811,1660,1986,0,1.5,1.5,3,1,TA,6,6,Typ,1,Gd,Detchd,1939,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,8,2008,WD,Normal,74,13,2615,2375,188700
465,20,RL,60,8430,Pave,No Alley Access,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136,TA,TA,CBlock,Gd,TA,No,Rec,616,Unf,424,1040,GasA,TA,Y,SBrkr,1040,0,1040,1656,0,2,2,3,1,TA,6,5,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,Y,0,0,0,0,No Pool,No Fence,None,0,8,2009,WD,Normal,31,31,2216,2080,124000
466,120,RM,0,3072,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1375,1375,GasA,Ex,Y,SBrkr,1414,0,1414,1414,0,2,2,2,1,Gd,5,6,Typ,1,TA,Attchd,2004,Fin,2,TA,TA,Y,144,20,20,0,No Pool,No Fence,None,0,5,2006,WD,Normal,2,2,3205,2789,178740
467,20,RL,85,10628,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,7,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778,Unf,499,1277,GasA,TA,Y,SBrkr,1277,0,1277,2055,1,1,2,2,1,TA,5,5,Typ,1,Po,Attchd,1970,Unf,2,TA,TA,Y,0,0,176,0,No Pool,GdWo,None,0,4,2007,WD,Normal,37,37,3080,2554,167000
468,70,RL,79,9480,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Norm,1Fam,2Story,5,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224,TA,TA,CBlock,TA,TA,No,LwQ,386,Unf,342,728,GasA,Ex,Y,SBrkr,888,756,1644,2030,0,1.5,1.5,3,1,Gd,6,7,Typ,2,Gd,Attchd,1942,Unf,1,TA,TA,Y,168,0,0,0,No Pool,No Fence,None,0,6,2007,WD,Normal,65,12,2908,2372,146500
469,20,RL,98,11428,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1626,1626,GasA,Ex,Y,SBrkr,1634,0,1634,1634,0,2,2,3,1,Gd,6,7,Typ,1,Gd,Attchd,2006,RFn,3,TA,TA,Y,0,44,44,0,No Pool,No Fence,None,0,5,2007,WD,Normal,1,1,4374,3260,250000
470,60,RL,76,9291,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120,Gd,TA,PConc,Gd,TA,No,GLQ,426,Unf,406,832,GasA,Ex,Y,SBrkr,832,878,1710,2136,0,2.5,2.5,3,1,Gd,7,7,Typ,0,No Fireplace,Attchd,1993,RFn,2,TA,TA,Y,144,70,70,0,No Pool,No Fence,None,0,6,2008,WD,Normal,15,15,3168,2542,187000
471,120,RL,0,6820,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,368,BLQ,0,1488,GasA,TA,Y,SBrkr,1502,0,1502,2990,1,1.5,2.5,1,1,Gd,5,4,Typ,0,No Fireplace,Attchd,1985,RFn,2,TA,TA,Y,0,54,194,0,No Pool,No Fence,None,0,6,2010,WD,Normal,25,25,3518,2990,212000
472,60,RL,92,11952,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,808,808,GasA,TA,Y,SBrkr,1161,808,1969,1969,0,2.5,2.5,3,1,TA,7,8,Typ,1,Gd,Attchd,1977,RFn,2,TA,TA,Y,0,0,276,0,No Pool,No Fence,None,0,11,2007,WD,Normal,30,30,3311,2777,190000
473,180,RM,35,3675,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80,TA,TA,PConc,Gd,TA,Gd,GLQ,459,Unf,88,547,GasA,Ex,Y,SBrkr,1072,0,1072,1531,1,1,2,2,1,TA,5,5,Typ,0,No Fireplace,Basment,2005,RFn,2,TA,TA,Y,0,28,28,0,No Pool,No Fence,None,0,6,2008,WD,Normal,3,3,2224,1619,148000
474,20,RL,110,14977,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350,Unf,626,1976,GasA,Ex,Y,SBrkr,1976,0,1976,3326,1,2,3,2,1,Gd,6,7,Typ,1,Ex,Attchd,2006,RFn,3,TA,TA,Y,250,63,63,0,No Pool,No Fence,None,0,7,2007,New,Partial,1,0,5164,3952,440000
475,120,RL,41,5330,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,2000,2000,Gable,CompShg,CemntBd,CemntBd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196,Unf,298,1494,GasA,Ex,Y,SBrkr,1652,0,1652,2848,1,2,3,2,1,Ex,6,6,Typ,0,No Fireplace,Attchd,2000,RFn,2,TA,TA,Y,96,48,48,0,No Pool,No Fence,None,0,8,2007,WD,Normal,7,7,3645,3146,251000
476,20,RL,80,8480,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,GLQ,630,Unf,340,970,GasA,TA,Y,SBrkr,970,0,970,1600,1,1,2,2,1,TA,5,5,Typ,0,No Fireplace,Detchd,1996,Unf,2,TA,TA,Y,0,24,216,0,No Pool,No Fence,None,0,7,2007,WD,Normal,44,44,2564,1940,132500
477,20,RL,75,13125,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215,TA,TA,PConc,Gd,TA,Gd,GLQ,994,Unf,484,1478,GasA,Ex,Y,SBrkr,1493,0,1493,2487,1,2,3,3,1,Gd,7,7,Typ,1,TA,Attchd,1997,Fin,2,TA,TA,Y,140,39,39,0,No Pool,No Fence,None,0,4,2008,WD,Normal,11,10,3694,2971,208900
478,60,RL,105,13693,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772,Ex,TA,PConc,Gd,TA,Av,Unf,0,Unf,2153,2153,GasA,Ex,Y,SBrkr,2069,574,2643,2643,0,2.5,2.5,3,1,Ex,7,9,Typ,1,Gd,BuiltIn,2006,Fin,3,TA,TA,Y,414,84,84,0,No Pool,No Fence,None,0,3,2007,WD,Normal,1,1,6262,4796,380000
479,20,RL,79,10637,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,417,1705,GasA,Ex,Y,SBrkr,1718,0,1718,3006,1,2,3,3,1,Gd,7,7,Typ,1,Gd,Attchd,2007,RFn,3,TA,TA,Y,208,44,44,0,No Pool,No Fence,None,0,9,2009,WD,Normal,2,1,4585,3423,297000
480,30,RM,50,5925,Pave,No Alley Access,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,739,907,GasA,TA,Y,SBrkr,1131,0,1131,1299,0,1,1,2,1,TA,4,7,Typ,0,No Fireplace,Detchd,1995,Unf,2,TA,TA,Y,0,72,72,0,No Pool,MnPrv,None,0,3,2007,WD,Alloca,70,7,3145,2038,89471
481,20,RL,98,16033,Pave,No Alley Access,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261,Unf,572,1833,GasA,Ex,Y,SBrkr,1850,0,1850,3111,1,2,3,3,1,Gd,7,8,Typ,1,Gd,Attchd,2004,Fin,3,TA,TA,Y,519,112,112,0,No Pool,No Fence,None,0,3,2006,WD,Normal,2,1,4833,3683,326000
482,20,RL,72,11846,Pave,No Alley Access,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567,Unf,225,1792,GasA,Ex,Y,SBrkr,1792,0,1792,3359,1,2,3,2,1,Ex,6,6,Typ,1,Gd,Attchd,2003,Fin,3,TA,TA,Y,206,49,49,0,No Pool,No Fence,None,0,8,2006,WD,Normal,3,2,5020,3584,374000
483,70,RM,50,2500,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1915,2005,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,TA,TA,No,ALQ,299,Unf,611,910,GasA,Ex,Y,SBrkr,916,910,1826,2125,1,1.5,2.5,4,1,Ex,8,7,Min2,1,Gd,Attchd,1915,Unf,1,Fa,Fa,Y,0,0,0,0,No Pool,No Fence,None,0,6,2009,WD,Normal,94,4,2900,2736,155000
484,120,RM,32,4500,Pave,No Alley Access,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsI,1Story,6,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116,TA,TA,PConc,Ex,TA,No,GLQ,897,Unf,319,1216,GasA,Ex,Y,SBrkr,1216,0,1216,2113,1,2,3,2,1,TA,6,5,Typ,0,No Fireplace,Attchd,1998,Unf,2,TA,TA,Y,0,125,125,0,No Pool,No Fence,None,0,5,2006,WD,Normal,8,8,2950,2432,164000
485,20,RL,0,7758,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,588,Unf,411,999,GasA,Gd,Y,SBrkr,999,0,999,1587,1,1,2,3,1,Gd,6,6,Typ,0,No Fireplace,Detchd,1963,Unf,1,TA,TA,Y,0,132,132,0,No Pool,No Fence,None,0,3,2007,WD,Normal,45,6,2262,1998,132500
